313369,10947
313369,705
313369,824
313369,6477
9502,278927
9502,24
9502,604
9502,605
18360,1593
18360,863
18360,38055
18360,44826
412988,927
412988,11176
412988,14900
412988,11899
412988,64328
10192,808
10192,809
10192,810
10192,10882
10192,38319
225886,87567
225886,11224
225886,13
225886,812
127380,920
127380,12
127380,38055
127380,9479
127380,10555
384677,769
384677,968
384677,18487
384677,2291
384677,11474
490004,357096
490004,310137
490004,141733
490004,10651
490004,807
10193,862
10193,10895
10193,38757
10193,72105
364689,920
364689,2503
364689,6477
364689,25475
364689,82703
11631,109445
11631,634
11631,392
11631,252
454283,16314
454283,105
454283,68718
454283,1562
454283,272
418827,53932
418827,345
418827,405817
418827,10068
418827,28468
4247,22705
4247,238636
4247,398181
4247,106646
4247,429733
210860,101299
210860,336843
210860,281957
210860,411
210860,671
171274,769
171274,8966
171274,1949
171274,222935
171274,169917
538604,286538
538604,437029
538604,508747
227159,8067
227159,483
227159,562
227159,1571
227159,769
140300,9502
140300,808
140300,604
140300,809
140300,10140
271718,376659
271718,10312
271718,325133
271718,510
271718,86838
310,604
310,9946
310,311
310,59678
310,6557
353616,254470
353616,114150
353616,335797
353616,419478
353616,354912
46195,278927
46195,9325
46195,15969
46195,872
474335,2300
474335,13260
474335,489593
474335,66894
474335,376808
542436,11931
542436,2210
542436,26602
542436,12620
542436,9557
376659,22152
376659,225886
376659,179144
376659,325133
376659,195589
254470,114150
254470,786
254470,354912
254470,525
254470,6477
10625,89185
10625,272693
10625,37725
10625,449176
10625,511785
274167,49519
274167,8272
274167,73
274167,225886
274167,376659
112160,14
112160,449176
112160,86331
112160,53932
112160,117486
120467,539
120467,311
120467,97630
120467,843
120467,3021
2770,17899
2770,106646
2770,376659
2770,8363
433310,41154
433310,673
433310,105
433310,127585
433310,283366
38055,9806
38055,809
38055,155
38055,272
810,809
810,10191
810,808
810,71805
810,10882
89492,13
89492,112160
89492,252680
89492,225886
89492,400579
49013,920
49013,808
49013,809
49013,810
400579,277216
400579,111
400579,425
400579,82702
400579,380
340022,562
340022,1571
340022,1572
340022,9331
340022,2502
2062,6283
2062,10009
2062,308531
2062,10137
41154,20424
41154,348
41154,602
41154,126889
41154,228161
238713,954
238713,955
238713,27576
238713,302699
238713,691
249635,228150
249635,49017
249635,395991
249635,1701
249635,1771
41630,862
41630,13
41630,40807
41630,200727
43074,4011
43074,620
43074,416234
43074,201085
43074,13475
324852,93456
324852,36819
324852,10140
324852,16314
324852,207703
82702,10191
82702,10054
82702,425
82702,112160
8355,351286
8355,105864
8355,329
8355,88751
8355,135397
22538,359784
22538,16129
22538,9958
22538,49332
22538,42542
64688,193893
64688,75780
64688,807
64688,1422
13053,9325
13053,11886
13053,927
13053,10808
13053,2698
350,65754
350,600
350,8966
350,2501
350,222935
7453,299687
7453,101299
7453,336843
7453,126889
7453,644
19908,336843
19908,82654
19908,72190
19908,280
19908,294254
503314,330459
503314,1891
503314,1894
503314,1892
503314,11
257445,767
257445,671
257445,674
257445,68728
257445,37933
324849,141052
324849,1452
324849,1924
324849,8536
324849,13640
268531,406997
268531,118
268531,862
268531,269149
268531,346364
337170,137094
337170,254904
337170,954
337170,955
337170,429351
72105,862
72105,19913
72105,1024
72105,44564
72105,1903
339404,585
339404,272
339404,1124
339404,36647
339404,862
88751,351286
88751,11571
88751,411
88751,425
88751,120
256961,324668
256961,298
256961,9029
256961,1701
256961,646
399796,325133
399796,8277
399796,12620
399796,114150
399796,10193
399170,949
399170,169209
399170,298
399170,9654
399170,1701
196867,11224
196867,150689
196867,9325
196867,15157
196867,407655
114150,55721
114150,440021
114150,460019
114150,525
787,249070
787,1620
787,2501
787,101
787,253
1597,956
1597,138103
1597,1979
1597,74
95610,400579
95610,11631
95610,437557
95610,9494
95610,461413
109439,18785
109439,45243
109439,8859
109439,981
109439,87502
10527,9904
10527,9732
10527,363676
10527,8393
301337,604
301337,605
301337,500664
301337,335984
301337,78
136799,122
136799,109445
136799,60304
136799,35614
136799,32685
193893,86838
193893,4771
193893,3580
193893,473149
193893,75780
4327,11841
4327,24
4327,140300
4327,9502
4327,604
200727,51828
200727,449176
200727,281957
200727,11121
200727,417678
272693,449176
272693,286565
272693,308369
272693,1259
272693,109689
325133,17899
325133,195589
325133,19053
325133,179144
2332,3989
2332,95
2332,8195
2332,10587
2332,707
290250,2275
290250,4771
290250,807
290250,171274
290250,169917
65057,1597
65057,11846
65057,12634
65057,3309
65057,352501
4638,4771
4638,984
4638,1949
4638,75780
4638,1696
508,634
508,6637
508,1581
508,7461
508,1777
378236,416494
378236,489925
378236,328387
378236,339988
378236,212778
137116,585
137116,150540
137116,20352
137116,62211
137116,1124
223702,376659
223702,17899
223702,325133
223702,195589
223702,12593
346648,411
346648,278927
346648,2454
346648,281957
346648,671
256591,272
256591,264660
256591,36647
256591,2652
256591,796
9928,198184
9928,2048
9928,157336
9928,87101
9928,262543
8871,11395
8871,9479
8871,13673
8871,10872
8871,10147
187017,10625
187017,272693
187017,37725
187017,449176
187017,64688
228161,348
228161,126889
228161,157336
228161,19995
228161,286217
22794,1593
22794,2062
22794,411
22794,105
22794,181533
10555,109445
10555,62177
10555,326359
10555,578
1574,396371
1574,1645
1574,389
1574,390043
1574,37257
10201,8467
10201,65851
10201,59861
10201,9448
10201,26275
71552,1440
71552,14
71552,843
71552,112160
71552,4507
122906,13
122906,118
122906,141
122906,394117
122906,72105
35,13
35,398818
35,122906
35,5915
35,320
11774,44826
11774,411
11774,671
11774,674
11774,12155
4523,10882
4523,10020
4523,224141
4523,808
4523,809
80321,10527
80321,10258
80321,270946
80321,9836
80321,58224
228967,954
228967,955
228967,47964
228967,137094
228967,254904
239563,44564
239563,290762
239563,862
239563,13
239563,19913
138832,4771
138832,339692
138832,429733
138832,273481
138832,398181
5559,744
5559,676
5559,363676
5559,813
5559,325133
37834,954
37834,2502
37834,646
37834,9737
37834,1701
265195,357096
265195,281957
265195,74997
265195,3134
265195,156022
137106,1924
137106,1452
137106,8536
137106,9531
137106,49521
39514,254904
39514,954
39514,955
39514,47964
39514,137094
62213,76492
62213,4011
62213,49017
62213,159824
62213,321612
136400,272
136400,1924
136400,155
136400,1724
136400,49521
50022,4771
50022,11423
50022,193893
50022,75780
50022,9104
302699,954
302699,27576
302699,691
302699,955
302699,956
4256,40264
4256,5060
4256,4258
4256,3034
4256,957
4258,957
4258,808
4258,4247
4258,563
4258,64688
13971,121875
13971,810
13971,10625
13971,315635
13971,449176
22970,17609
22970,460885
22970,98568
22970,298584
22970,11298
22705,50124
22705,14174
22705,55580
22705,27066
22705,2770
172385,46195
172385,390062
172385,258489
172385,9352
172385,10159
44896,298
44896,324668
44896,524
44896,8065
44896,451
86838,74997
86838,398175
86838,4836
86838,769
257211,11631
257211,437557
257211,461413
257211,258480
257211,297762
134374,9737
134374,111
134374,272
134374,64688
134374,339846
195589,179144
195589,274167
195589,17899
41513,299536
41513,1924
41513,141052
41513,297762
41513,209112
8273,10330
8273,6557
8273,10054
8273,425
8273,50124
9836,11224
9836,38055
9836,127380
9486,954
9486,646
9486,955
9486,956
9486,207703
100042,44564
100042,862
100042,920
100042,13
100042,77338
116149,10140
116149,278927
116149,34584
116149,281957
116149,411
296099,11153
296099,19908
296099,135397
296099,329
296099,306
49524,44147
49524,75780
49524,9654
49524,210577
49524,238636
109414,128
109414,14
109414,359940
109414,419430
109414,627
436931,81
436931,34433
436931,128
436931,129
436931,601
9023,326359
9023,13933
9023,145316
9023,13246
9023,61549
400928,10830
400928,52449
400928,14069
400928,437670
400928,35052
11283,674
11283,425
11283,120
11283,675
11283,7980
18240,11631
18240,437557
18240,9813
18240,5915
18240,297762
138697,4247
138697,106646
138697,112160
138697,81774
138697,249397
693,93456
693,1597
693,73
693,394117
693,433
9471,646
9471,253
9471,954
9471,708
9471,657
6477,920
6477,10191
6477,525
6477,2976
11430,810
11430,150689
11430,9732
11430,10527
11430,9904
419680,11395
419680,8871
419680,13673
419680,10872
419680,10147
49519,425
49519,387592
49519,98
425980,402897
425980,14
425980,1359
425980,419430
425980,109414
511785,449176
511785,400547
511785,184352
511785,376867
511785,4951
228326,354912
228326,8068
228326,454683
228326,104532
228326,542243
1268,9479
1268,8871
1268,1281
1268,772
1268,9714
9352,17899
9352,8363
9352,13342
9352,4247
9352,106646
9398,329833
9398,16367
9398,2760
9398,313347
9398,327081
431530,11395
431530,8871
431530,13673
431530,10872
431530,10147
1824,1903
1824,346685
1824,77
1824,38
1824,18785
392,745
392,8204
392,601
392,111
211672,20352
211672,93456
211672,324852
211672,366142
211672,1271
518452,11631
518452,437557
518452,461413
518452,258480
518452,297762
2976,313369
2976,525
2976,630
2976,69
474125,978
474125,9746
474125,71676
474125,699
474125,437543
8961,306
8961,96
8961,9679
8961,1572
8961,1701
9982,228161
9982,348
9982,602
9982,601
9982,607
11024,268896
11024,293167
11024,10528
11024,189
11024,949
8584,581
8584,808
8584,809
8584,281957
8584,37430
146216,954
146216,657
146216,137094
146216,667
146216,708
10315,281957
10315,101
10315,956
10315,14869
507143,10625
507143,89185
507143,272693
507143,37725
507143,4951
254320,119450
254320,534
254320,63
254320,280
254320,131631
308531,1724
308531,1924
308531,99861
308531,141052
308531,297762
634,10735
634,1581
634,258480
634,14
634,772
6957,10995
6957,112160
6957,10246
6957,2770
6957,81774
224141,10882
224141,808
224141,809
224141,150689
224141,11224
371638,8966
371638,769
371638,424
371638,50124
371638,425336
12242,1701
12242,809
12242,812
12242,8587
12242,9444
332210,400579
332210,458737
332210,95610
332210,810
332210,381283
262391,112160
262391,89492
262391,50014
262391,2062
262391,812
252838,6557
252838,712
252838,50124
252838,193893
252838,24
261392,77
261392,383538
261392,1903
261392,18785
261392,198663
4964,376659
4964,271718
4964,17899
4964,325133
4964,8363
203801,27576
203801,691
203801,954
203801,206647
203801,36669
87567,150117
87567,49524
87567,13
87567,376659
5236,949
5236,772
5236,9714
5236,941
5236,1581
523849,578
523849,345940
523849,579
523849,17692
523849,8914
371645,411
371645,671
371645,674
371645,8966
371645,12155
59436,8966
59436,333339
59436,411
59436,671
59436,673
4257,620
4257,11544
4257,4011
4257,416234
4257,166426
376660,13342
376660,76726
376660,378064
376660,10625
351964,50270
351964,5879
351964,340666
351964,110415
351964,468
308266,4771
308266,106646
308266,2503
308266,400535
308266,979
37735,37725
37735,14671
37735,10625
37735,449176
37735,272693
339967,927
339967,458737
339967,51876
339967,928
339967,588
27022,808
27022,34584
27022,671
27022,672
27022,675
375107,9598
375107,10715
375107,11571
375107,453191
375107,31518
9339,1597
9339,924
9339,264644
9339,2044
9339,10353
62764,58595
62764,290595
62764,808
62764,809
62764,408
50544,1903
50544,862
50544,38
50544,19913
50544,1259
15165,11224
15165,812
15165,8587
15165,9479
15165,10674
55721,41630
55721,585
55721,454992
55721,10625
9880,449176
9880,272693
9880,286565
9880,50479
9880,674
594,9738
594,639
594,1213
594,11260
594,11529
259694,769
259694,101299
259694,392044
259694,336843
259694,281957
209244,425
209244,6283
209244,49519
209244,10054
209244,637
11619,699
11619,253
11619,646
11619,657
11619,667
11130,87567
11130,4974
11130,400617
11130,13
11130,597
391710,389015
391710,266856
391710,487558
391710,363676
391710,769
20760,11285
51540,398181
51540,557
51540,45269
51540,340837
51540,7485
10054,425
10054,745
10054,955
10054,601
10054,675
295964,2062
295964,6283
295964,72207
295964,627
295964,3638
533,7443
533,9598
533,263109
533,531
50646,8390
50646,1656
50646,12556
50646,63492
50646,111969
342473,10545
342473,20352
342473,11224
342473,9325
342473,196867
